,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,numberofkids,Age,AgeCategory
1701,3565,1955,Master,married,38452,30-03-2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2,59,Elder
1702,5294,1989,Graduation,unmarried,18358,20-11-2013,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,1,24,Adult
1703,1958,1973,PhD,married,55012,21-03-2014,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,1,41,Adult
1704,7349,1973,Basic,married,9722,02-10-2012,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,1,39,Adult
1705,8799,1984,PhD,married,38175,23-09-2013,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,1,29,Adult
1706,1351,1956,Master,married,58656,20-09-2012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,1,56,Elder
1707,1045,1965,Graduation,married,52117,16-08-2012,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,1,47,Adult
1708,7732,1978,Graduation,married,64813,02-01-2014,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,1,36,Adult
1709,8070,1973,PhD,married,54222,01-03-2014,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,1,41,Adult
1710,477,1986,Graduation,married,83512,17-06-2014,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,0,28,Adult
1711,7832,1959,Master,married,77520,28-08-2013,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,1,54,Elder
1712,2202,1978,Graduation,married,41154,09-04-2013,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,1,35,Adult
1713,7396,1966,Graduation,married,80398,10-11-2012,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,0,46,Adult
1714,4055,1992,Basic,unmarried,18746,29-05-2014,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,1,22,Adult
1715,10340,1984,Graduation,married,35196,13-11-2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,1,28,Adult
1716,10091,1956,Graduation,unmarried,60230,20-05-2013,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,1,57,Elder
1717,7629,1977,Graduation,married,22108,08-05-2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,37,Adult
1718,10640,1974,Graduation,married,44392,05-09-2013,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,2,39,Adult
1719,3498,1976,PhD,married,55424,25-11-2012,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,1,36,Adult
1720,6742,1979,Graduation,married,17688,13-01-2013,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,1,34,Adult
1721,1172,1983,PhD,married,92491,01-05-2013,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,0,30,Adult
1722,569,1991,Graduation,unmarried,90273,14-12-2013,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,0,22,Adult
1723,4686,1962,PhD,unmarried,82571,02-04-2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,0,52,Elder
1724,1381,1982,PhD,unmarried,38513,28-01-2014,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,1,32,Adult
1725,2634,1979,Master,unmarried,16653,18-04-2014,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,1,35,Adult
1726,10905,1955,Graduation,married,42586,29-10-2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,2,57,Elder
1727,1744,1965,Basic,unmarried,23529,07-01-2013,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,1,48,Adult
1728,1000,1961,Master,married,74881,08-03-2013,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,2,52,Elder
1729,3828,1951,Graduation,married,71107,17-02-2013,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,1,62,Elder
1730,8605,1964,PhD,married,46910,23-03-2014,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2,50,Elder
1731,10304,1959,Graduation,married,18690,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,0,53,Elder
1732,4351,1955,Graduation,divorced,37244,27-04-2013,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,2,58,Elder
1733,10129,1966,Graduation,married,82427,12-03-2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,0,48,Adult
1734,2499,1958,2n Cycle,unmarried,75342,06-05-2013,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,1,55,Elder
1735,10092,1954,Graduation,divorced,70044,18-02-2013,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,1,59,Elder
1736,7500,1967,Graduation,unmarried,79146,24-04-2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,2,47,Adult
1737,5796,1963,Graduation,married,77437,26-11-2013,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,0,50,Elder
1738,10556,1959,Graduation,married,54984,24-05-2014,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,1,55,Elder
1739,1064,1971,PhD,married,42403,11-12-2013,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,42,Adult
1740,48,1964,Graduation,married,55761,24-04-2014,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,1,50,Elder
1741,7610,1983,Graduation,married,37292,18-04-2013,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,1,30,Adult
1742,263,1945,PhD,unmarried,45576,28-05-2014,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,0,69,Elder
1743,10814,1947,Graduation,married,70321,16-01-2013,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,0,66,Elder
1744,9710,1969,PhD,divorced,58086,20-01-2013,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,1,44,Adult
1745,9292,1952,Graduation,married,81795,26-10-2012,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,0,60,Elder
1746,10250,1947,Basic,married,28389,20-11-2012,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,65,Elder
1747,7881,1946,Master,married,66835,28-09-2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,0,67,Elder
1748,5847,1969,Graduation,divorced,69901,29-05-2013,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,1,44,Adult
1749,737,1949,PhD,married,80360,03-03-2013,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,0,64,Elder
1750,3571,1961,PhD,married,63342,16-10-2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,1,51,Elder
1751,7807,1974,Graduation,married,44989,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1,38,Adult
1752,3878,1980,2n Cycle,unmarried,31859,27-02-2014,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,34,Adult
1753,5092,1949,PhD,unmarried,51569,12-02-2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,1,64,Elder
1754,2154,1971,Graduation,unmarried,30372,25-12-2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,2,41,Adult
1755,5394,1979,Basic,unmarried,16014,17-03-2013,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,2,34,Adult
1756,3798,1968,Graduation,married,41120,06-11-2013,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2,45,Adult
1757,3524,1971,Master,unmarried,39763,04-08-2013,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,1,42,Adult
1758,5247,1955,PhD,married,38725,10-05-2014,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,59,Elder
1759,5883,1972,Graduation,married,77981,26-05-2013,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,1,41,Adult
1760,2118,1964,2n Cycle,married,62905,10-09-2013,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,1,49,Adult
1761,8812,1979,2n Cycle,divorced,13533,10-03-2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,34,Adult
1762,6616,1975,Graduation,married,59481,23-10-2013,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,1,38,Adult
1763,2797,1977,Graduation,married,72117,20-08-2013,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,1,36,Adult
1764,4328,1986,2n Cycle,married,21955,07-09-2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,27,Adult
1765,9167,1956,Graduation,married,67131,26-03-2013,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,1,57,Elder
1766,10560,1980,PhD,unmarried,36802,16-06-2014,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,34,Adult
1767,2631,1982,Graduation,married,71853,08-05-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0,31,Adult
1768,8312,1961,Basic,married,28249,15-06-2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0,53,Elder
1769,5534,1975,Master,married,47808,20-10-2013,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,1,38,Adult
1770,5093,1974,PhD,divorced,25509,18-09-2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,1,38,Adult
1771,7592,1946,PhD,married,51012,18-04-2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,0,67,Elder
1772,8895,1985,Graduation,unmarried,70596,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,0,27,Adult
1773,8584,1952,PhD,married,85431,08-06-2013,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,0,61,Elder
1774,2694,1967,Graduation,married,42664,18-03-2014,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,47,Adult
1775,8910,1955,Graduation,married,42586,29-10-2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,2,57,Elder
1776,7433,1985,Graduation,unmarried,29760,29-08-2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,1,27,Adult
1777,164,1977,PhD,married,28973,13-10-2012,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,0,35,Adult
1778,10477,1973,PhD,married,39435,06-08-2013,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,1,40,Adult
1779,2681,1984,2n Cycle,married,65370,01-08-2013,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,0,29,Adult
1780,5150,1979,Basic,unmarried,20194,17-12-2012,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,33,Adult
1781,5283,1976,PhD,unmarried,42473,17-02-2014,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,2,38,Adult
1782,9645,1968,Graduation,married,64590,14-10-2012,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,0,44,Adult
1783,10678,1959,Graduation,married,71232,28-11-2013,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,1,54,Elder
1784,7261,1971,Graduation,married,34600,01-01-2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,2,42,Adult
1785,9648,1967,Graduation,unmarried,46904,03-11-2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,2,45,Adult
1786,2870,1973,Graduation,married,49094,21-09-2012,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,1,39,Adult
1787,8008,1983,Graduation,married,36075,09-12-2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,1,30,Adult
1788,1513,1979,2n Cycle,married,60839,28-08-2012,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,2,33,Adult
1789,6173,1979,Graduation,married,77298,02-11-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,1,34,Adult
1790,1419,1950,Graduation,married,34026,05-08-2013,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2,63,Elder
1791,9150,1963,PhD,unmarried,48918,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,51,Elder
1792,7960,1962,2n Cycle,married,82122,15-08-2013,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,0,51,Elder
1793,1250,1976,Graduation,unmarried,37697,07-02-2014,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,1,38,Adult
1794,9905,1952,Graduation,married,34074,13-07-2013,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,2,61,Elder
1795,10691,1960,Master,married,28520,14-06-2013,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,2,53,Elder
1796,7002,1955,Graduation,unmarried,62535,03-10-2013,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,1,58,Elder
1797,2952,1977,Master,unmarried,36273,16-04-2014,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,1,37,Adult
1798,8439,1964,Graduation,married,63404,06-06-2014,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,2,50,Elder
1799,762,1981,2n Cycle,married,75774,02-05-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,1,33,Adult
1800,2831,1976,Graduation,married,78416,27-06-2014,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,1,38,Adult
1801,6977,1974,Graduation,married,75702,14-10-2012,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,1,38,Adult
1802,6289,1951,Master,married,59385,28-04-2013,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,2,62,Elder
1803,4168,1966,Graduation,unmarried,37070,20-03-2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,2,47,Adult
1804,8397,1951,Graduation,married,44689,10-01-2014,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,2,63,Elder
1805,9284,1958,Graduation,married,53977,08-06-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,1,55,Elder
1806,6237,1966,PhD,unmarried,7144,07-12-2013,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,2,47,Adult
1807,3130,1964,Graduation,unmarried,18701,04-06-2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,2,49,Adult
1808,1619,1956,Graduation,married,90369,28-04-2014,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,0,58,Elder
1809,1990,1974,PhD,unmarried,63159,05-11-2012,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,0,38,Adult
1810,5513,1966,Graduation,married,37758,04-10-2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2,46,Adult
1811,269,1963,PhD,unmarried,46757,16-11-2012,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,1,49,Adult
1812,8093,1969,Master,married,79734,28-06-2014,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,0,45,Adult
1813,10513,1992,Graduation,married,63207,20-01-2013,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,0,21,Adult
1814,10177,1954,Graduation,divorced,72071,14-02-2013,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,1,59,Elder
1815,2549,1983,PhD,married,21840,21-07-2013,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,1,30,Adult
1816,5782,1982,2n Cycle,married,58582,28-09-2013,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,1,31,Adult
1817,10057,1951,Graduation,unmarried,72282,19-07-2013,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,0,62,Elder
1818,10307,1956,Graduation,married,50387,31-08-2013,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,2,57,Elder
1819,8566,1961,PhD,married,32583,15-06-2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,53,Elder
1820,2415,1962,Graduation,married,62568,07-04-2014,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,1,52,Elder
1821,5684,1971,Master,divorced,44635,11-10-2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,42,Adult
1822,8334,1971,Master,unmarried,33316,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2,42,Adult
1823,9166,1968,Graduation,married,63967,09-08-2013,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,1,45,Adult
1824,1440,1978,2n Cycle,married,52513,04-09-2012,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,0,34,Adult
1825,78,1969,Graduation,married,25293,15-09-2013,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,1,44,Adult
1826,5441,1965,PhD,unmarried,54111,25-08-2013,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,1,48,Adult
1827,5302,1986,Graduation,married,78394,15-02-2013,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,0,27,Adult
1828,4687,1958,Master,married,80739,23-05-2013,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,0,55,Elder
1829,1087,1975,Master,married,22669,22-05-2013,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,1,38,Adult
1830,6859,1987,Graduation,unmarried,29236,08-10-2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,1,26,Adult
1831,9860,1959,Graduation,married,44911,15-03-2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,1,54,Elder
1832,7129,1962,PhD,married,54693,17-02-2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,1,51,Elder
1833,5866,1974,Graduation,married,48186,20-03-2014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,1,40,Adult
1834,10521,1977,Graduation,married,54809,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,2,36,Adult
1835,7393,1978,Graduation,married,41580,10-12-2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2,34,Adult
1836,7849,1970,PhD,married,80336,09-09-2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,0,43,Adult
1837,332,1957,Graduation,married,47743,22-03-2013,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,1,56,Elder
1838,9847,1955,2n Cycle,married,62972,03-08-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,1,57,Elder
1839,531,1954,PhD,divorced,57333,22-09-2012,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,1,58,Elder
1840,9576,1982,PhD,married,32313,11-02-2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,1,31,Adult
1841,6906,1953,Master,unmarried,84953,03-06-2013,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,0,60,Elder
1842,7419,1968,Master,divorced,27071,23-04-2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,46,Adult
1843,3170,1957,Master,married,68148,31-08-2013,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,0,56,Elder
1844,8527,1965,Master,married,65735,07-12-2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,2,48,Adult
1845,7872,1975,PhD,married,86836,12-09-2012,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,0,37,Adult
1846,9931,1963,PhD,married,4023,23-06-2014,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,2,51,Elder
1847,10595,1990,Graduation,married,30093,08-07-2013,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,23,Adult
1848,4609,1966,PhD,married,57705,11-01-2014,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,1,48,Adult
1849,5010,1988,Graduation,unmarried,25008,02-02-2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,26,Adult
1850,4427,1995,2n Cycle,unmarried,83257,18-09-2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,0,17,Teen
1851,11148,1975,Graduation,married,22280,19-05-2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,38,Adult
1852,1168,1978,PhD,married,72159,29-10-2012,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,0,34,Adult
1853,9595,1961,Graduation,married,64260,11-01-2013,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,0,52,Elder
1854,10163,1984,PhD,unmarried,82733,10-09-2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,0,29,Adult
1855,2886,1971,Master,divorced,74290,12-08-2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,1,42,Adult
1856,6710,1951,Master,unmarried,58217,17-11-2012,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,3,61,Elder
1857,5316,1976,Master,married,21024,04-07-2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,0,37,Adult
1858,9029,1972,PhD,married,70116,26-01-2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,0,41,Adult
1859,521,1985,Graduation,married,54006,18-09-2012,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,1,27,Adult
1860,1459,1966,PhD,married,69063,07-11-2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,1,46,Adult
1861,10241,1975,2n Cycle,divorced,11448,15-12-2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,38,Adult
1862,1630,1979,Graduation,unmarried,61825,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,1,34,Adult
1863,3254,1971,Graduation,married,70886,14-10-2013,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,1,42,Adult
1864,9064,1982,Graduation,married,69109,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,0,30,Adult
1865,3678,1973,Graduation,unmarried,60208,07-10-2012,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,2,39,Adult
1866,4227,1968,Master,married,32889,06-09-2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2,45,Adult
1867,9467,1984,Graduation,unmarried,34738,11-05-2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,30,Adult
1868,8486,1971,Master,married,30538,01-10-2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,1,41,Adult
1869,2186,1977,2n Cycle,married,82326,10-03-2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,0,37,Adult
1870,3286,1967,PhD,divorced,26642,01-03-2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,47,Adult
1871,8602,1964,Graduation,divorced,69932,12-06-2013,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,1,49,Adult
1872,3722,1972,Graduation,unmarried,44503,16-04-2014,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2,42,Adult
1873,6715,1948,PhD,unmarried,60200,02-01-2013,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,1,65,Elder
1874,4796,1952,Graduation,divorced,49638,19-04-2014,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,1,62,Elder
1875,9612,1987,2n Cycle,unmarried,23830,07-02-2014,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,27,Adult
1876,3766,1959,Master,unmarried,33051,16-08-2012,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,0,53,Elder
1877,1399,1958,Graduation,married,72905,21-01-2014,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,0,56,Elder
1878,1570,1951,PhD,married,69702,19-02-2013,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,1,62,Elder
1879,3426,1975,Graduation,divorced,70300,15-07-2013,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,1,38,Adult
1880,3074,1984,PhD,married,70643,15-10-2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,0,28,Adult
